Campaign name,Ad set name,Ad name,Cost,Reach,Impressions,Link clicks,Post comments,Post reactions,Post Saves,Post shares,Three-second video views,Video watches at 100%,influ,funil,formato
__-_P_O-VERAO-MAIS-HOT_A_MSG_BL_-_-_MSG_CONVERSAO_21_18.1_12.3,O-VERAO-MAIS-HOT_MSG_FB-IG_BL_-_-_MSG_FINALIZE-SEU-CADASTRO_CPC_LAL_GEROU-PINCODE_CAROUSEL_FB-IG_PO_AMPLO,GIF__11-15S_QUAD-VERT_GIF_O-VERAO-MAIS-HOT_MSG_FB-IG_BL_-_-_MSG_FINALIZE-SEU-CADASTRO_CPC_LAL_GEROU-PINCODE_CAROUSEL_FB-IG_PO_AMPLO,"0,09",8,8,,,,,,,,0,conversao,video 15s
__-_P_O-VERAO-MAIS-HOT_A_MSG_BL_-_-_MSG_CONVERSAO_21_18.1_12.3,O-VERAO-MAIS-HOT_MSG_FB-IG_BL_-_-_MSG_MENSAGEM_CPC_CA_T032_MULTIPLE_FB-IG_PO_AMPLO,GIF__-_QUAD-VERT_GIF_O-VERAO-MAIS-HOT_MSG_FB-IG_BL_-_-_MSG_MENSAGEM_CPC_CA_T032_MULTIPLE_FB-IG_PO_AMPLO,"0,09",11,11,,,,,,1,,0,conversao,gif
__-_P_O-VERAO-MAIS-HOT_A_MSG_BL_-_-_MSG_CONVERSAO_21_18.1_12.3,O-VERAO-MAIS-HOT_MSG_FB-IG_BL_-_-_MSG_FINALIZE-SEU-CADASTRO_CPC_LAL_GEROU-PINCODE_CAROUSEL_FB-IG_PO_AMPLO,GIF__11-15S_QUAD-VERT_GIF_O-VERAO-MAIS-HOT_MSG_FB-IG_BL_-_-_MSG_FINALIZE-SEU-CADASTRO_CPC_LAL_GEROU-PINCODE_CAROUSEL_FB-IG_PO_AMPLO,"0,08",8,8,,,,,,1,,0,conversao,video 15s
_Farm-2-Pack-Sustentacao_Meta_Awareness_Social-Auction_Equity_NA_-alcance,PBFSXWFK85_Meta_Video_Multiple_1st-Party+Retargeting_AS-25a34--farm-2-pack-BR_SSNT_Reach_-farm-2-pack-creators-alcance,Video_Mixed_-f2p-creator-caio-time-agro_9x16_meta-awareness,"0,07",73,74,,,,,,2,,1,awareness,video
Lanchonete_sustentacao_Meta_Awareness_Social-Auction_Innovation_NA_-alcance,LAMPW2FK76_Facebook_Video_IG-Reel_CDNA_compradores_SSNT_CPM_-lanchonete-awareness-sustentacao,Video_IG-Reel_-lanchonete-sustentacao-cheeseburger_9x16_meta-awareness-CDNA-compradores,"0,07",79,81,,,1,,,3,2,0,awareness,video reels
_L-_I_SAO-JOAO_A_POST_BL_-_-_POST_NORDESTE_21_8.6_14.6,SAO-JOAO_POST_FB-IG_BL_-_-_POST_NORDESTE_CPM_CA_RMKT-INSTA_MULTIPLE_PO_PO,VIDEO_PRODUTO-MILHO_11-15S_-_VID_SAO-JOAO_POST_IG_BL_-_-_POST_-PRODUTO-NORDESTE_CPM_CA_RMKT-INSTA_VIDEO_PO_PO,"0,07",21,22,,,6,1,,3,2,0,consideracao,video 15s
_Farm-2-Pack-Sustentacao_Meta_Awareness_Social-Auction_Equity_NA_-alcance,PBFSXWFK85_Meta_Video_Multiple_1st-Party+Retargeting_AS-25a34--farm-2-pack-BR_SSNT_Reach_-farm-2-pack-creators-alcance,Video_Mixed_-f2p-creator-jaciradoce2_9x16_meta-awareness,"0,06",110,110,,,,,,6,,1,awareness,video
__-_I_SAO-JOAO_A_POST_BL_-_-_POST_BRASIL-_21_8.6_14.6_BRASIL-NE,SAO-JOAO_POST_FB-IG_BL_-_-_POST_BRASIL_CPM_CA_RMKT-INSTA_MULTIPLE_PO_PO,VIDEO_PRODUTO-COCADA_11-15S_-_VID_SAO-JOAO_POST_FB-IG_BL_-_-_POST_BRASIL_CPM_CA_RMKT-INSTA_MULTIPLE_PO_PO,"0,06",24,24,,,2,,,7,3,0,consideracao,video 15s
__-_P_O-VERAO-MAIS-HOT_A_MSG_BL_-_-_MSG_CONVERSAO_21_18.1_12.3,O-VERAO-MAIS-HOT_MSG_FB-IG_BL_-_-_MSG_MENSAGEM_CPC_LAL_T033_MULTIPLE_FB-IG_PO_AMPLO,GIF_KV--A_-_QUAD-VERT_GIF_O-VERAO-MAIS-HOT_MSG_FB-IG_BL_-_-_MSG_MENSAGEM_CPC_LAL_T033_MULTIPLE_FB-IG_PO_AMPLO,"0,06",3,3,,,,,,,,0,conversao,gif
__-_P_PAC-MAN_A_WSC_BL_-_-_WSC_CONSIDERAÇÃO_20_19.1_15.11,PAC-MAN_WSC_FB-IG_BL_-_-_WSC_PORTFOLIO_CPM_TG_T011_STORIES_FB-IG_ST,STORIES_PORTFOLIO_4-6S_QUAD-VERT_VID_PAC-MAN_WSC_FB-IG_BL_-_-_WSC_PORTFOLIO_CPM_TG_T011_STORIES_FB-IG_ST,"0,06",96,96,,,,,,4,2,0,consideracao,video 6s
__-_P_LIGA-DOS-SABORES_A_CONV_BL_-_-_CONV_CONVERSAO-PRODUTO_21_6.5_31.5,LIGA-DOS-SABORES_CONV_FB-IG_BL_-_-_CONV_PRODUTOS_CPM_WCA_USUARIOS-CADASTRADOS_MULTIPLE_PO_PO — Cópia,MULTIPLE_GRANDE-PREMIO_-_QUAD-VERT_PPL_LIGA-DOS-SABORES_CONV_FB-IG_BL_-_-_CONV_PRODUTOS_CPM_WCA_USUARIOS-CADASTRADOS_MULTIPLE_PO_PO,"0,06",4,6,,,,,,,,0,conversao,múltiplo
_-videoview_Meta_Awareness_Social-Auction_Equity_NA_-videoview,LAMP3ZSSHY_Facebook_Video_Video_CDNA_AS-18-35_SSNT_CPM_-videoview,Video_Video_namora-comigo-parceria_15s_0x0-meta-videoview,"0,05",18,18,,,,,,7,,0,awareness,video 15s
Lanchonete_sustentacao_Meta_Awareness_Social-Auction_Innovation_NA_-alcance,LAMPW2FK76_Facebook_Video_IG-Reel_CDNA_compradores_SSNT_CPM_-lanchonete-awareness-sustentacao,Video_IG-Reel_-lanchonete-sustentacao-larigloor_9x16_meta-awareness-CDNA-compradores,"0,05",69,69,,,,,,16,,0,awareness,video reels
__-_E-M_FLAMIN-HOT_A_POST_BL_-_-_POST_SUSTENTACAO-BONUS_20_28.12_14.01,FLAMIN-HOT_POST_FB-IG_BL_-_-_POST_KVTODOS_CPV_CA_RMKT_GIF_PO_NF_AMPLO,GIF_KVTODOS_-_QUAD-VERT_VID_FLAMIN-HOT_POST_FB-IG_BL_-_-_POST_KVTODOS_CPV_CA_RMKT_GIF_PO_NF_AMPLO,"0,05",24,24,,,,,,3,1,0,consideracao,gif
__-_P_O-VERAO-MAIS-HOT_A_MSG_BL_-_-_MSG_CONVERSAO_21_18.1_12.3,O-VERAO-MAIS-HOT_MSG_FB-IG_BL_-_-_MSG_FINALIZE-SEU-CADASTRO_CPC_LAL_PRODUTO-MARCA_CAROUSEL_FB-IG_PO_AMPLO,GIF__11-15S_QUAD-VERT_GIF_O-VERAO-MAIS-HOT_MSG_FB-IG_BL_-_-_MSG_FINALIZE-SEU-CADASTRO_CPC_LAL_PRODUTO-MARCA_CAROUSEL_FB-IG_PO_AMPLO,"0,05",11,11,,,,,,3,,0,conversao,video 15s
__-_P_LIGA-DOS-SABORES_A_CONV_BL_-_-_CONV_CONVERSAO_21_1.4_31.5_CONVERSAO,LIGA-DOS-SABORES_CONV_FB-IG_BL_-_-_CONV_APRESENTACAO-SABORES_CPM_WCA_USUARIOS-CADASTRADOS_MULTIPLE_PO_PO_AMPLO,PHOTOAD_CADASTRO-CODIGO_-_1X1_PPL_LIGA-DOS-SABORES_CONV_FB-IG_BL_-_-_CONV_APRESENTACAO-SABORES_CPM_WCA_USUARIOS-CADASTRADOS_MULTIPLE_PO_PO_AMPLO,"0,05",3,4,,,,,,,,0,conversao,estático
-_Conversao_Conversion_Social-Auction__N/A_First-Party-Data,PBFJJ2XYE_Facebook_Multiple_Mixed_1st-Party+Contextual_SF-Torcida_SSNT_CPA_Conversao,Display_Banner_KV-Master_4x5_Estatico,"0,05",7,8,,,,,,,,0,conversao,display
_BNC-Conversao_Meta_Conversion_Social-Auction__NA_-conversao,PBFJ7OXYXM_Facebook_Multiple_Mixed_LaL_BNC-Lal-CDNA_SSNT_Conversions_-conversao,Display_Mixed_cons-2-premio_0x0_conversao-lal-CDNA,"0,04",6,6,,,,,,,,0,conversao,display
_BNC-Conversao_Meta_Conversion_Social-Auction__NA_-conversao,PBFJ7OXYXM_Facebook_Multiple_Mixed_LaL_BNC-Lal--anteriores_SSNT_Conversions_-conversao,Display_Mixed_cons-2-premio_0x0_meta-conversao-lal--anteriores,"0,04",11,12,,,,,,,,0,conversao,display
_L-_I_SAO-JOAO_A_POST_BL_-_-_POST_NORDESTE_21_8.6_14.6,SAO-JOAO_POST_FB-IG_BL_-_-_POST_HERO-NORDESTE_CPM_CA_RMKT-INSTA_VIDEO_PO_PO,VIDEO_HERO-SERVICONINA_16-30S_4:5_VID_SAO-JOAO_POST_FB-IG_BL_-_-_POST_HERO-NORDESTE_CPM_CA_RMKT-INSTA_VIDEO_PO_PO,"0,04",16,16,,,7,,,,,0,consideracao,video 30s
__-_P_LIGA-DOS-SABORES_A_CONV_BL_-_-_CONV_CONVERSAO-PRODUTO-CREAM-CHEESE_21_6.5_31.5,LIGA-DOS-SABORES_CONV_FB-IG_BL_-_-_CONV_CREAM-CHEESE_CPM_WCA_RMKT-SITE_MULTIPLE_PO_PO — Cópia,MULTIPLE_GRANDE-PREMIO_-_QUAD-VERT_PPL_LIGA-DOS-SABORES_CONV_FB-IG_BL_-_-_CONV_CREAM-CHEESE_CPM_WCA_RMKT-SITE_MULTIPLE_PO_PO,"0,04",2,2,,,,,,,,0,conversao,múltiplo
_-consideration_NA_Consideration_Social-Auction_Equity_NA_-consideration-graspfail,LAMP53S4WN_Facebook_Multiple_Mixed_Interests_1stParty+Contextual_SSNT_CPC_-consideration-graspfail,Video_Video_Autografo_6s_0x0-meta-consideration,"0,03",13,15,,,,,,1,1,0,consideracao,video 6s
_-videoview_Meta_Awareness_Social-Auction_Equity_NA_-videoview,LAMPSCMQG1_Facebook_Video_Video_1st-Party+Contextual_AS-18-35_SSNT_CPV_-videoview,Video_Video_Barbara-coura-parceiria_15s_0x0-meta-videoview,"0,03",10,11,,,1,,1,8,2,0,awareness,video 15s
_Farm-2-Pack-RMKT_Meta_Awareness_Social-Auction_Equity_NA_-trafego,LAMPDC01NU_Facebook_Video_Mixed_Retargeting_AS-25-35-View50%_SSNT_CPM_-f2p,Video_Video_-f2p-hylkia-6s_0x0_meta-awareness-RMKT-50%,"0,03",26,27,,,,,,,,0,awareness,video 6s
_L-_I_SAO-JOAO_A_POST_BL_-_-_POST_NORDESTE_21_8.6_14.6,SAO-JOAO_POST_FB-IG_BL_-_-_POST_NORDESTE_CPM_CA_RMKT-INSTA_MULTIPLE_PO_PO,VIDEO_PRODUTO-COCADA_11-15S_-_VID_SAO-JOAO_POST_IG_BL_-_-_POST_-PRODUTO-NORDESTE_CPM_CA_RMKT-INSTA_VIDEO_PO_PO,"0,03",20,20,,,3,,,2,,0,consideracao,video 15s
__-_I_SAO-JOAO_A_VID_BL_-_-_VID_HERO-BRASIL-_21_8.6_14.6_BRASIL-NE,SAO-JOAO_VID_IG_BL_-_-_VID_HERO-BRASIL_CPM_CA_RMKT-INSTA_STORIES_PO_PO,STORIES_HERO-SERVICONINA_11-15S_16:9_VID_SAO-JOAO_VID_IG_BL_-_-_VID_HERO-BRASIL_CPM_CA_RMKT-INSTA_STORIES_PO_PO,"0,03",77,88,,,,,,1,,0,consideracao,video 15s
__-_P_LIGA-DOS-SABORES_A_WSC_BL_-_-_WSC_QUARTAS-DE-FINAL_21_9.4_14.5_SUSTENTACAO,LIGA-DOS-SABORES_WSC_FB-IG_BL_-_-_WSC_QUARTAS-DE-FINAL_CPC_TG_T0001_STORIES_PO_PO_AMPLO,STORIES_ENQUETE-QUARTAS-CHEDDARXRIBS_-_-_PPL_LIGA-DOS-SABORES_WSC_FB-IG_BL_-_-_WSC_QUARTAS-DE-FINAL_CPC_TG_T0001_STORIES_PO_PO_AMPLO,"0,03",171,173,1,,,,,,,0,consideracao,stories
_BNC-Conversao_Meta_Conversion_Social-Auction__NA_-conversao,PBFJ7OXYXM_Facebook_Multiple_Mixed_LaL_BNC-Lal-CDNA_SSNT_Conversions_-conversao,Display_Banner_sua-chance-de-ganhar-awa_0x0_meta-conversao-lal-CDNA,"0,02",13,14,,,,,,,,0,conversao,display
_BNC-Conversao_Meta_Conversion_Social-Auction__NA_-conversao,PBFJ7OXYXM_Facebook_Multiple_Mixed_LaL_BNC-Lal--anteriores_SSNT_Conversions_-conversao,Display_Mixed_cons-1-mecanica_0x0_meta-conversao-lal--anteriores,"0,02",24,24,,,,,,,,0,conversao,display
_BNC-Conversao_Meta_Conversion_Social-Auction__NA_-conversao,PBFJ7OXYXM_Facebook_Multiple_Mixed_LaL_BNC-Lal--anteriores_SSNT_Conversions_-conversao,Video_Mixed_conversao-1-cadastre-6s_0x0_-bnc-meta-conversao-lal--anteriores,"0,02",3,3,,,,,,,,0,conversao,video 6s
_-bnc-influs-teste-a-b_Meta_Consideration_Social-Auction_Auction_NA_-videoview,PBFVDS1ZMW_Meta_Video_Video_Interests_as-18+-interesses-dark-post_SSNT_Auction_-bnc-videoview-teste-a-b,Video_Reels_jessica-diniz-reels-dark-post_9x16_-bnc-meta-consideracao,"0,02",64,70,,,1,,,46,4,1,consideracao,video reels
Lanchonete_sustentacao_Meta_Awareness_Social-Auction_Innovation_NA_-alcance,LAMPW2FK76_Facebook_Video_IG-Reel_CDNA_compradores_SSNT_CPM_-lanchonete-awareness-sustentacao,Video_IG-Reel_-lanchonete-sustentacao-juvi_9x16_meta-awareness-CDNA-compradores,"0,02",37,37,,,,,,6,,0,awareness,video reels
__-_P_O-VERAO-MAIS-HOT_A_MSG_BL_-_-_MSG_CONVERSAO_21_18.1_12.3,O-VERAO-MAIS-HOT_MSG_FB-IG_BL_-_-_MSG_KV-_CPC_LAL_T030_VIDEO_FB-IG_PO_AMPLO,GIF__11-15S_QUAD-VERT_GIF_O-VERAO-MAIS-HOT_MSG_FB-IG_BL_-_-_MSG_KV-_CPC_LAL_T030_GIF_FB-IG_PO_AMPLO,"0,02",8,8,,,,,,2,1,0,conversao,video 15s
__-_P_O-VERAO-MAIS-HOT_A_MSG_BL_-_-_MSG_CONVERSAO_21_18.1_12.3,O-VERAO-MAIS-HOT_MSG_FB-IG_BL_-_-_MSG_MENSAGEM_CPC_CA_T032_MULTIPLE_FB-IG_PO_AMPLO,GIF_KV--A_-_QUAD-VERT_GIF_O-VERAO-MAIS-HOT_MSG_FB-IG_BL_-_-_MSG_MENSAGEM_CPC_CA_T032_MULTIPLE_FB-IG_PO_AMPLO,"0,02",3,3,,,,,,,,0,conversao,gif
__-_P_LIGA-DOS-SABORES_A_CONV_BL_-_-_CONV_CONVERSAO_21_1.4_31.5_CONVERSAO,LIGA-DOS-SABORES_CONV_FB-IG_BL_-_-_CONV_APRESENTACAO-SABORES_CPM_WCA_USUARIOS-CADASTRADOS_MULTIPLE_PO_PO_AMPLO,CAROUSEL_PREMIOS_-_4:5_CAR_LIGA-DOS-SABORES_CONV_FB-IG_BL_-_-_CONV_APRESENTACAO-SABORES_CPM_WCA_USUARIOS-CADASTRADOS_MULTIPLE_PO_PO_AMPLO,"0,02",9,9,,,,,,,,0,conversao,carrosel
-_Conversao_Conversion_Social-Auction__N/A_First-Party-Data,PBF7AS8XL_Facebook_Multiple_Mixed_1st-Party+Contextual_SF-_SSNT_CPA_Conversao,Display_Banner_KV-Master_4x5_Estatico,"0,02",2,2,,,,,,,,0,conversao,display
_-videoview_Meta_Awareness_Social-Auction_Equity_NA_-videoview,LAMP3ZSSHY_Facebook_Video_Video_CDNA_AS-18-35_SSNT_CPM_-videoview,Video_Video_namora-comigo_15s_0x0-meta-videoview,"0,01",6,6,,,,,,1,,0,awareness,video 15s
_-videoview_Meta_Awareness_Social-Auction_Equity_NA_-videoview,LAMPSCMQG1_Facebook_Video_Video_1st-Party+Contextual_AS-18-35_SSNT_CPV_-videoview,Video_Video_namora-comigo_15s_0x0-meta-videoview,"0,01",5,5,,,,,,1,,0,awareness,video 15s
__KeroCoco_KeroCoco_always-on_Meta_Awareness_Social-Auction_Equity_NA_-awareness,LAMP3IP21S_Facebook_Multiple_Mixed_Interests_AS-25-50-sul-sudeste_SSNT_CPM_kerococo-awareness,linha completa - feed&story,"0,01",27,27,,,,,,,,0,awareness,video
Lanchonete_cupom-influs_Meta_Consideration_Social-Auction__NA_-trafego,LAMP7TVWA9_Facebook_Video_IG-Reel_CDNA_concorrentes-teka_SSNT_CPM_-lanchonete,Video_IG-Reel_-lanchonete-teka_9x16_meta-trafego-CDNA-concorrentes,"0,01",5,5,,,,,,2,,1,consideracao,video reels
Lanchonete_cupom-influs_Meta_Consideration_Social-Auction__NA_-trafego,LAMPY2X2FJ_Facebook_Video_IG-Reel_CDNA+LaL_concorrentes-teka_SSNT_CPM_-lanchonete,Video_IG-Reel_-lanchonete-teka_9x16_meta-trafego-CDNA+LAL-concorrentes,"0,01",1,1,,,,,,,,1,consideracao,video reels
__-_I_SAO-JOAO_A_VID_BL_-_-_VID_HERO-BRASIL-_21_8.6_14.6_BRASIL-NE,SAO-JOAO_VID_IG_BL_-_-_VID_HERO-BRASIL_CPM_CA_RMKT-INSTA_STORIES_PO_PO,STORIES_HERO-GARAJUNINA_11-15S_16:9_VID_SAO-JOAO_VID_IG_BL_-_-_VID_HERO-BRASIL_CPM_CA_RMKT-INSTA_STORIES_PO_PO,"0,01",38,42,,,,,,1,,0,consideracao,video 15s
__-_P_LIGA-DOS-SABORES_A_WSC_BL_-_-_WSC_QUARTAS-DE-FINAL_21_9.4_14.5_SUSTENTACAO,LIGA-DOS-SABORES_WSC_FB-IG_BL_-_-_WSC_QUARTAS-DE-FINAL_CPC_TG_T0001_STORIES_PO_PO_AMPLO,STORIES_ENQUETE-QUARTAS-MARGHERITAXMEXICAN_-_-_PPL_LIGA-DOS-SABORES_WSC_FB-IG_BL_-_-_WSC_QUARTAS-DE-FINAL_CPC_TG_T0001_STORIES_PO_PO_AMPLO,"0,01",34,35,,,,,,,,0,consideracao,stories
Nordeste_Vacarreta_Awareness_Social-Auction_Equity_N/A_Fortaleza,PBF1OPMPV_Facebook_Video_Video_Interests_T037_SSNT_CPM_Fortaleza,Display_Carousel_Vacarreta-Fortaleza_0x0_Convite-Estastico-Pipoca,"0,01",27,27,,,,,,,,0,awareness,display
_-lancamento_Meta_Awareness_Social-Auction_Equity_NA_-awareness,LAMP670BBF_Facebook_Video_Video_1st-Party+Contextual_AS-18-35_SSNT_CPM_-awareness,Video_Video_barbara-coura-parceria_9x16_15s-meta-awareness,0,8,8,,,,,,1,,0,awareness,video 15s
_-videoview_Meta_Awareness_Social-Auction_Equity_NA_-videoview,LAMP10DAH9_Facebook_Video_Video_LAL-CDNA_AS-18-35_SSNT_CPV_-videoview,Video_Video_autografo_15s_0x0-meta-videoview,0,50,60,,,1,,,9,3,0,awareness,video 15s
_-videoview_Meta_Awareness_Social-Auction_Equity_NA_-videoview,LAMPSCMQG1_Facebook_Video_Video_1st-Party+Contextual_AS-18-35_SSNT_CPV_-videoview,Video_Video_diegocruz_15s_9x16-meta-videoview,0,1,1,,,,,,1,,1,awareness,video 15s
_-videoview_Meta_Awareness_Social-Auction_Equity_NA_-videoview,LAMPSCMQG1_Facebook_Video_Video_1st-Party+Contextual_AS-18-35_SSNT_CPV_-videoview,Video_Video_lancamento-hero-15s-reels_9x16_meta-videoview,0,1,1,,,,,,,,0,awareness,video 15s
_-videoview_Meta_Awareness_Social-Auction_Equity_NA_-videoview,LAMPSCMQG1_Facebook_Video_Video_1st-Party+Contextual_AS-18-35_SSNT_CPV_-videoview,Video_Video_namora-comigo-parceria_15s_0x0-meta-videoview,0,1,1,,,,,,,,0,awareness,video 15s
_-videoview_Meta_Awareness_Social-Auction_Equity_NA_-videoview,LAMPSCMQG1_Facebook_Video_Video_1st-Party+Contextual_AS-18-35_SSNT_CPV_-videoview,Video_Video_passinho_15s_0x0-meta-videoview,0,2,3,,,,,,,,0,awareness,video 15s
_BNC-Conversao_Meta_Conversion_Social-Auction__NA_-conversao,LAMPIL71H1_Facebook_Multiple_Mixed_Retargeting_BNC-RMKT-fases-anteriores_SSNT_CPA_-conversao,Display_Mixed_cons-2-premio_0x0_conversao-rmkt-awa,0,2,2,,,,,,,,0,conversao,display
_BNC-Conversao_Meta_Conversion_Social-Auction__NA_-conversao,PBFJ7OXYXM_Facebook_Multiple_Mixed_LaL_BNC-Lal-CDNA_SSNT_Conversions_-conversao,Video_Video_sua-chance-de-ganhar-awa_0x0_meta-conversao-lal-CDNA,0,21,21,,,,,,2,,0,conversao,video
_BNC-Conversao_Meta_Conversion_Social-Auction__NA_-conversao,PBFJ7OXYXM_Facebook_Multiple_Mixed_LaL_BNC-Lal-CDNA_SSNT_Conversions_-conversao,Video_Video_sua-chance-de-ganhar_6s_meta-conversao-lal-CDNA,0,4,4,,,1,,,,,0,conversao,video 6s
_BNC-Conversao_Meta_Conversion_Social-Auction__NA_-conversao,PBFJ7OXYXM_Facebook_Multiple_Mixed_LaL_BNC-Lal--anteriores_SSNT_Conversions_-conversao,Display_Banner_sua-chance-de-ganhar-awa_0x0_meta-conversao-lal--anteriores,0,8,8,,,,,,,,0,conversao,display
_BNC-Conversao_Meta_Conversion_Social-Auction__NA_-conversao,PBFJ7OXYXM_Facebook_Multiple_Mixed_LaL_BNC-Lal--anteriores_SSNT_Conversions_-conversao,Video_Mixed_conversao-1-cadastre-video15s_0x0_-bnc-meta-conversao-lal--anteriores,0,1,1,,,1,,,1,,0,conversao,video 15s
_BNC-consideracao_Meta_Consideration_Social-Auction__NA_-consideracao,PBFLAMP97MKEA_Facebook_Multiple_Mixed_Retargeting_AS-18+RMKT-Awa_SSNT_Clicks_CPC_-consideracao,Display_Mixed_cons-1-mecanica_0x0_consideracao-rmkt-fases-anteriores,0,2,2,,,,,,,,0,consideracao,display
_BNC-consideracao_Meta_Consideration_Social-Auction__NA_-consideracao,PBFLAMP97MKEA_Facebook_Multiple_Mixed_Retargeting_AS-18+RMKT-Awa_SSNT_Clicks_CPC_-consideracao,Display_Mixed_cons-2-premio_0x0_consideracao-rmkt-fases-anteriores,0,7,8,,,,,,,,0,consideracao,display
_BNC-consideracao_Meta_Consideration_Social-Auction__NA_-consideracao,PBFLAMP97MKEA_Facebook_Multiple_Mixed_Retargeting_AS-18+RMKT-Awa_SSNT_Clicks_CPC_-consideracao,Video_Video_sua-chance-de-ganhar_6s_meta-consideracao-rmkt-fases-anteriores,0,12,12,,,,,,4,1,0,consideracao,video 6s
_-bnc-influs-teste-a-b_Meta_Consideration_Social-Auction_Auction_NA_-videoview,PBFIYRHVDK4T1_Meta_Video_Stories_Interests_teste-a-b-stories-dark-post_SSNT_Clicks_teste-a-b-influs--bnc-video-views,Video_Stories_bia-napolitano-stories-dark-post_9x16_-bnc-meta-consideracao,0,4,4,,,,,,2,,1,consideracao,video stories
_-bnc-influs-teste-a-b_Meta_Consideration_Social-Auction_Auction_NA_-videoview,PBFIYRHVDK4T1_Meta_Video_Stories_Interests_teste-a-b-stories-dark-post_SSNT_Clicks_teste-a-b-influs--bnc-video-views,Video_Stories_bia-vasconcelos-stories-dark-post_9x16_-bnc-meta-consideracao,0,6,6,,,,,,2,,1,consideracao,video stories
_-bnc-influs-teste-a-b_Meta_Consideration_Social-Auction_Auction_NA_-videoview,PBFIYRHVDK4T1_Meta_Video_Stories_Interests_teste-a-b-stories-dark-post_SSNT_Clicks_teste-a-b-influs--bnc-video-views,Video_Stories_igao-stories-dark-post_9x16_-bnc-meta-consideracao,0,1,1,,,,,,,,1,consideracao,video stories
_-bnc-influs-teste-a-b_Meta_Consideration_Social-Auction_Auction_NA_-videoview,PBFIYRHVDK4T1_Meta_Video_Stories_Interests_teste-a-b-stories-dark-post_SSNT_Clicks_teste-a-b-influs--bnc-video-views,Video_Stories_jessica-diniz-stories-2-dark-post_9x16_-bnc-meta-consideracao,0,3,3,,,,,,,,1,consideracao,video stories
_-bnc-influs-teste-a-b_Meta_Consideration_Social-Auction_Auction_NA_-videoview,PBFIYRHVDK4T1_Meta_Video_Stories_Interests_teste-a-b-stories-dark-post_SSNT_Clicks_teste-a-b-influs--bnc-video-views,Video_Stories_lactea-stories-dark-post_9x16_-bnc-meta-consideracao,0,1,2,,,,,,1,,1,consideracao,video stories
__KeroCoco_KeroCoco_always-on_Meta_Awareness_Social-Auction_Equity_NA_-awareness,LAMPM6C4A5_Facebook_Multiple_IG-Reel_Interests_AS-25-50-sul-sudeste_SSNT_CPM_kerococo-awareness,Video_Video_quem-e-voce-no-feriado_9x16_meta-awareness-interesses,0,1,1,,,,,,,,0,awareness,video
_Farm-2-Pack-RMKT_Meta_Awareness_Social-Auction_Equity_NA_-trafego,LAMPDC01NU_Facebook_Video_Mixed_Retargeting_AS-25-35-View50%_SSNT_CPM_-f2p,Video_Video_-f2p-fabio-6s_0x0_meta-awareness-RMKT-50%,0,9,9,1,,,,,,,0,awareness,video 6s
_Farm-2-Pack-RMKT_Meta_Awareness_Social-Auction_Equity_NA_-trafego,LAMPDC01NU_Facebook_Video_Mixed_Retargeting_AS-25-35-View50%_SSNT_CPM_-f2p,Video_Video_-f2p-joao-6s_0x0_meta-awareness-RMKT-50%,0,9,9,,,,,,,,0,awareness,video 6s
_Farm-2-Pack-RMKT_Meta_Awareness_Social-Auction_Equity_NA_-trafego,LAMPDC01NU_Facebook_Video_Mixed_Retargeting_AS-25-35-View50%_SSNT_CPM_-f2p,Video_Video_-f2p-jose-6s_0x0_meta-awareness-RMKT-50%,0,4,4,,,,,,,,0,awareness,video 6s
_Farm-2-Pack-RMKT_Meta_Awareness_Social-Auction_Equity_NA_-trafego,LAMPDC01NU_Facebook_Video_Mixed_Retargeting_AS-25-35-View50%_SSNT_CPM_-f2p,Video_Video_-f2p-marcelo-6s_0x0_meta-awareness-RMKT-50%,0,3,3,,,,,,,,0,awareness,video 6s
_L-_I_SAO-JOAO_A_POST_BL_-_-_POST_NORDESTE_21_8.6_14.6,SAO-JOAO_POST_FB-IG_BL_-_-_POST_HERO-NORDESTE_CPM_CA_RMKT-INSTA_VIDEO_PO_PO,VIDEO_HERO-GARAJUNINA_16-30S_4:5_VID_SAO-JOAO_POST_FB-IG_BL_-_-_POST_HERO-NORDESTE_CPM_CA_RMKT-INSTA_VIDEO_PO_PO,0,3,3,,,,,,,,0,consideracao,video 30s
_L-_I_SAO-JOAO_A_POST_BL_-_-_POST_NORDESTE_21_8.6_14.6,SAO-JOAO_POST_IG_BL_-_-_POST_-PRODUTO-NORDESTE_CPM_CA_RMKT-PAGINA_VIDEO_PO_PO,GIF_PRODUTO-MILHO-NA-MANTEIGA_4-6S_4:5_GIF_SAO-JOAO_POST_IG_BL_-_-_POST_-PRODUTO-NORDESTE_CPM_CA_RMKT-PAGINA_GIF_PO_PO,0,7,7,,,,,,3,3,0,consideracao,video 6s
_L-_I_SAO-JOAO_A_VID_BL_-_-_VID_HERO-NORDESTE_21_8.6_14.6,SAO-JOAO_VID_IG_BL_-_-_VID_HERO-NORDESTE_CPM_CA_RMKT-INSTA_STORIES_PO_PO,STORIES_HERO-GARAJUNINA_11-15S_16:9_VID_SAO-JOAO_VID_IG_BL_-_-_VID_HERO-NORDESTE_CPM_CA_RMKT-INSTA_STORIES_PO_PO,0,5,7,,,,,,,,0,consideracao,video 15s
